brand,model,model_year,kilometers,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Ford,F-250 XL Crew Cab Super Duty,2004,506942.1,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,Automatic,White,Gray,None reported,Yes,9200
Ford,E350 Super Duty Base,2006,254275.72,Gasoline,305.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,8500
Kia,Sorento SXL,2019,70569.56,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,30000
Mercedes-Benz,C-Class C 300 4MATIC Sport,2015,118286.49,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,19000
Nissan,Altima 2.5 SL,2014,246792.29,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,9000
Volkswagen,Tiguan 2.0T SEL Premium R-Line,2019,119091.16,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Silver,None reported,Yes,25500
BMW,328 i xDrive,2013,83685.68,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,17500
Nissan,Pathfinder S,2017,233354.3,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,8500
Subaru,Ascent Touring 7-Passenger,2020,65936.27,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Brown,None reported,Yes,32500
Ford,E350 Super Duty XLT,2010,399116.32,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes,14000
BMW,M3 CS,2018,61154.92,Gasoline,453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,60500
Acura,TLX V6 Advance,2016,205995.52,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,19500
Chevrolet,Silverado 1500 ZR2,2022,11997.63,Gasoline,6.2L V8 16V GDI OHV,Automatic,Glacier Blue Metallic,Jet Black,None reported,Unknown,68990
Jeep,Wrangler SE,1999,221750.96,Gasoline,120.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,Red,–,None reported,Yes,12000
Ford,Edge Sport,2016,148059.28,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,19995
Porsche,911 Carrera Cabriolet,2001,34520.34,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,36000
Nissan,Murano SL,2021,70609.79,Gasoline,3.5L V6 24V MPFI DOHC,CVT,Magnetic Black,Graphite,At least 1 accident or damage reported,Unknown,29725
Pontiac,G8 GT,2009,130882.79,Gasoline,355.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,17500
Mercedes-Benz,E-Class E 350,2021,117217.89,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,41000
McLaren,720S Performance,2020,8162.57,Gasoline,4.0L V8 32V MPFI DOHC Twin Turbo,Automatic,Black,Red,None reported,Yes,279950
Jeep,Commander Sport,2007,260552.15,E85 Flex Fuel,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,4800
Audi,A5 45 S line Premium Plus,2022,39428.83,Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,White,Black,None reported,Yes,47000
BMW,M550 i xDrive,2018,24128.83,Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,44900
Volkswagen,Jetta 1.4T R-Line,2019,154496.64,Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Orange,White,At least 1 accident or damage reported,Yes,14980
Cadillac,CTS 2.0L Turbo Luxury,2019,57237.79,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,26000
Lexus,IS-F Base,2008,181855.42,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,34000
Ford,Explorer XLT,2022,33277.93,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,Yes,46000
Porsche,911 Turbo Cabriolet,2008,17541.81,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,129000
Buick,LaCrosse Leather,2012,30704.6,Hybrid,182.0HP 2.4L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gold,Beige,None reported,Yes,15995
Mazda,RX-8 Sport,2008,250252.37,Gasoline,212.0HP 1.3L Rotary engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,6800
Ford,Mustang GT Premium,2019,57131.57,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,32300
Mazda,Mazda6 Touring,2021,84092.84,Gasoline,2.5L I4 16V GDI DOHC,Automatic,Snowflake White Pearl,Black,At least 1 accident or damage reported,Yes,25215
Ford,Ranger Edge SuperCab,2004,177027.4,Gasoline,148.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,8500
Volkswagen,Golf GTI 2.0T SE w/Performance Package 4-Door,2016,95353.4,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,18999
Hummer,H2 Base,2008,249447.7,Gasoline,393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,At least 1 accident or damage reported,Yes,37000
BMW,X5 sDrive35i,2017,63166.6,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,28900
BMW,X3 xDrive30i,2020,38056.06,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Black Sapphire Metallic,Canberra Beige,None reported,Yes,37998
Hyundai,Accent GLS,2014,205900.57,Gasoline,138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,None reported,Yes,7500
RAM,1500 Big Horn,2014,199558.16,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,24850
Ford,Bronco Heritage Edition Advanced,2023,2414.01,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Manual,Red,–,None reported,Yes,60000
MINI,Countryman Cooper S ALL4,2014,113780.34,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,15750
Cadillac,Escalade Premium,2013,182491.11,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes,18800
Mercedes-Benz,GLE 350 GLE 350,2022,30279.73,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,Unknown,61998
Toyota,4Runner Limited,2014,104607.1,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Red,None reported,Yes,27999
Audi,A8 L 55,2019,37578.09,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Black,Brown,None reported,Yes,48000
Lexus,ES 350 Base,2019,62764.26,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,At least 1 accident or damage reported,Yes,34000
Toyota,4Runner Limited Nightshade,2019,78603.38,Gasoline,4.0L V6 24V MPFI DOHC,Automatic,White,–,At least 1 accident or damage reported,Yes,39857
FIAT,500 Sport,2015,76926.45,Gasoline,101.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,11500
Ford,Maverick XLT,2022,83685.68,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT,Blue,Gray,None reported,Yes,28000
Ford,Mustang GT,2006,25749.44,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,22000
Jeep,Wrangler Sport,2023,11429.53,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Bright White Clearcoat,Black,None reported,Yes,40995
Jeep,Grand Cherokee Limited,2015,252666.38,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,White,Black,None reported,Yes,17000
Jeep,Compass Sport,2010,289198.4,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,4500
Lexus,LS 430 Base,2006,273587.8,Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,None reported,Yes,7500
Rolls-Royce,Cullinan,2022,5503.94,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,Automatic,Red,Black,None reported,Yes,399950
BMW,X5 xDrive50i,2011,177027.4,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Blue,At least 1 accident or damage reported,Yes,12000
Porsche,911 Carrera,2016,36210.15,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,None reported,Yes,78000
Ford,Focus ST Base,2013,33474.27,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Yellow,Gray,None reported,Yes,19795
Lexus,ES 300h Base,2018,162330.91,Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT,White,Beige,At least 1 accident or damage reported,Yes,23400
Volkswagen,CC Sport,2012,212410.35,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,White,Black,At least 1 accident or damage reported,Yes,9000
Volkswagen,Golf SportWagen TSI S 4-Door,2016,205625.37,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Manual,White,Beige,None reported,Yes,13800
Porsche,911 Carrera S,2013,91708.24,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,Yes,65900
Toyota,Prius Plug-in Base,2014,170590.04,Hybrid,134.0HP 1.8L 4 Cylinder Engine Plug-In Electric/Gas,Automatic,Green,Beige,At least 1 accident or damage reported,Yes,11800
Ford,F-250 XLT,2019,149139.15,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,50000
Mercedes-Benz,S-Class S 560 4MATIC,2019,79662.33,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,55900
Porsche,911 Carrera,2020,26941.96,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,None reported,Yes,112500
Ford,Mustang GT,2011,214853.33,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,23500
Cadillac,CTS 2.0L Turbo Luxury,2019,32663.16,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Red Obsession,Very Light Cashmere,None reported,Unknown,30599
Volkswagen,Jetta 1.4T R-Line,2019,88890.29,Gasoline,1.4L I4 16V GDI DOHC Turbo,Automatic,Platinum Gray Metallic,Black / Gray,None reported,Unknown,19290
Jeep,Wrangler X,2005,261488.78,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Orange,Gray,None reported,Yes,11000
Lincoln,LS V8,2002,67592.28,Gasoline,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,11000
Mercedes-Benz,C-Class C55 AMG Sport,2006,158198.12,Gasoline,362.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15900
BMW,335 i xDrive,2013,133332.21,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,Yes,19999
Porsche,911 Carrera 4S Cabriolet,2009,41038.17,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,79995
Kia,Forte LXS,2020,86022.44,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,16995
Chevrolet,Corvette Base,2004,64391.3,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,Yes,23500
Hyundai,Santa Fe Sport 2.0L Turbo,2018,73707.77,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,20900
RAM,1500 Laramie,2022,25332.62,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Flame Red Clearcoat,Black,None reported,Unknown,45999
Kia,Sorento SX Prestige,2023,17863.67,Gasoline,281.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,40200
Ford,F-250 XL,2020,57936.24,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,None reported,Yes,44000
BMW,X5 xDrive35i,2013,112251.46,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,At least 1 accident or damage reported,Yes,15999
Mercedes-Benz,C-Class C 300 4MATIC,2021,30838.17,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,38500
Audi,Q5 S line Premium Plus,2023,9730.07,Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray,Black,None reported,Unknown,51598
Ford,Explorer XLT,2020,27358.78,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,21000
Audi,A6 55 Premium,2019,17432.37,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Black,Black,None reported,Yes,42500
Toyota,Matrix XR,2004,279143.24,Gasoline,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,4000
Kia,Optima SX Turbo,2017,166305.98,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Remington Red Metallic,Black,At least 1 accident or damage reported,Unknown,17238
Ford,F-150 Lariat,2022,45061.52,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,53500
Audi,Q8 3.0T Premium,2019,83659.93,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,White,–,None reported,Yes,44870
Chevrolet,Corvette Stingray w/2LT,2020,14442.22,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Orange,Black,At least 1 accident or damage reported,Yes,79900
Scion,tC Anniversary Edition,2014,160932.39,Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,White,Black,None reported,Yes,10998
Mercedes-Benz,C-Class C 300,2017,95594.8,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,21000
Nissan,Murano SV,2020,75875.55,Gasoline,3.5L V6 24V MPFI DOHC,CVT,Brilliant Silver Metallic,Graphite,None reported,Yes,23625
Ford,Mustang GT,2018,86553.52,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Black,At least 1 accident or damage reported,Yes,29950
Ford,Taurus SHO,2011,257494.4,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,4700
Chevrolet,Tahoe LTZ,2015,804.67,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,37000
Dodge,Grand Caravan SE,2018,102997.76,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,None reported,Yes,35000
Hyundai,Elantra HEV Limited,2021,46027.12,Hybrid,139.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,Gray,Black,None reported,Yes,23999
GMC,Canyon Denali,2019,42388.41,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,36750
Subaru,Impreza WRX,2008,239373.23,Gasoline,224.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Black,At least 1 accident or damage reported,Yes,14500
GMC,Sierra 2500 Denali,2021,27228.42,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,73000
Chevrolet,Tahoe LS,2005,273587.8,Gasoline,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,9000
Mercedes-Benz,SL-Class SL 550,2013,209214.2,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,26900
Ford,Escape PHEV SE,2022,3040.04,Hybrid,221.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT,White,Gray,None reported,Yes,32850
Dodge,Charger GT,2018,100096.12,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,White Knuckle Clearcoat,Black,None reported,Yes,26691
Ford,F-150 XLT,2016,114263.14,E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,–,At least 1 accident or damage reported,Yes,24350
Lexus,NX 200t Base,2016,134218.96,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Brown,At least 1 accident or damage reported,Yes,22495
Cadillac,XT5 Base,2019,119757.43,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,26000
Ford,Mustang Shelby GT500,2010,47984.08,Gasoline,540.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,38000
Ford,F-250 Lariat,2015,110640.52,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Automatic,Gray,Black,None reported,Yes,45000
BMW,325 i,2005,306410.29,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Brown,None reported,Yes,5000
Lamborghini,Huracan LP610-4,2015,54962.18,Gasoline,602.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Automatic,Blue,Red,None reported,Yes,185500
Toyota,Camry XLE,2007,158565.05,Gasoline,158.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,7450
BMW,335 i,2011,147254.61,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,13599
Chevrolet,Camaro 1SS,2017,81834.94,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,None reported,Yes,37000
Mazda,MX-5 Miata Base,1999,209214.2,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,Green,Beige,At least 1 accident or damage reported,Yes,9000
Toyota,Tundra SR5 Double Cab,2005,320902.4,Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,8500
RAM,2500 Powerwagon,2013,135538.61,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,26500
Mercedes-Benz,S-Class S 550 4MATIC,2016,108276.4,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,41999
Volkswagen,Passat 2.0T R-Line,2021,26615.26,Gasoline,2.0 Liter TSI,Automatic,Reflex Silver,Titan Black,None reported,Unknown,25998
Toyota,Tundra Platinum,2018,106216.44,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,51000
Cadillac,Escalade Luxury,2018,86019.22,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,49999
Volkswagen,Golf Alltrack TSI SE,2018,101834.21,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,20900
Nissan,Altima 2.5 S,2020,49728.61,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,None reported,Yes,21000
Mercedes-Benz,GLA 250 Base 4MATIC,2019,97934.78,Gasoline,2.0 Liter Turbo,Automatic,White,Black,None reported,Unknown,25498
Ford,F-150 Platinum,2015,136793.9,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,31000
Toyota,RAV4 SE,2016,174017.93,Gasoline,176.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Orange,None reported,Yes,18500
Toyota,4Runner TRD Sport,2023,18346.48,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,None reported,Yes,46000
Mercedes-Benz,GL-Class GL 450 4MATIC,2013,101871.22,Gasoline,362.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,22800
BMW,X5 xDrive 35i Sport Activity,2012,197305.08,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,12900
Dodge,Charger Base,2006,234263.58,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,4500
Ford,Transit-250 Base,2016,107021.11,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,27000
BMW,330 i xDrive,2017,120700.5,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,20000
BMW,X5 M Base,2013,107825.78,Gasoline,555.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,24500
Audi,Q5 2.0T Premium Plus,2019,39428.83,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,–,None reported,Yes,31000
Audi,S5 3.0T Prestige,2013,60350.25,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,26000
Nissan,GT-R Premium,2013,162543.34,Gasoline,545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,59000
Toyota,Camry Solara SLE V6,2000,394288.3,Gasoline,200.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,2500
Buick,Cascada Base,2016,167072.02,Gasoline,200.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,14995
Toyota,4Runner Venture,2021,43452.18,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,48500
BMW,530 i xDrive,2021,98076.4,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Glacier Silver Metallic,Black,None reported,Yes,32085
BMW,535 i xDrive,2011,162189.29,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,12000
Lexus,GX 460 Base,2012,268759.78,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,19470
Chevrolet,Trailblazer SS,2008,259103.74,Gasoline,390.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,17000
